wav_filename,wav_filesize,transcript
/home/nam/Desktop/data_test/test/hello_64.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_left_78.wav,63532,turn left
/home/nam/Desktop/data_test/test/forward_47.wav,63532,forward
/home/nam/Desktop/data_test/test/move_forward_226.wav,63532,move forward
/home/nam/Desktop/data_test/test/im_fine_thank_you_18.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/move_33.wav,63532,move
/home/nam/Desktop/data_test/test/move_behind_28.wav,63532,move behind
/home/nam/Desktop/data_test/test/hello_98.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_left_83.wav,63532,turn left
/home/nam/Desktop/data_test/test/do_you_know_me_41.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_me_67.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_14.wav,63532,move
/home/nam/Desktop/data_test/test/come_with_me_1.wav,63532,come with me
/home/nam/Desktop/data_test/test/do_you_know_me_16.wav,63532,do you know me
/home/nam/Desktop/data_test/test/turn_to_the_left_9.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/come_with_me_54.wav,63532,come with me
/home/nam/Desktop/data_test/test/move_behind_90.wav,63532,move behind
/home/nam/Desktop/data_test/test/i_dont_know_10.wav,63532,i don't know
/home/nam/Desktop/data_test/test/goodbye_see_you_later_10.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/have_a_good_time_3.wav,94252,have a good time
/home/nam/Desktop/data_test/test/move_88.wav,63532,move
/home/nam/Desktop/data_test/test/what_is_your_name_63.wav,63532,what is your name
/home/nam/Desktop/data_test/test/come_with_me_50.wav,63532,come with me
/home/nam/Desktop/data_test/test/do_you_know_me_114.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_62.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_19.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/move_168.wav,63532,move
/home/nam/Desktop/data_test/test/put_your_hand_up_60.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/turn_to_the_right_19.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_27.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/move_behind_110.wav,63532,move behind
/home/nam/Desktop/data_test/test/how_do_you_feel_6.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/follow_me_96.wav,63532,follow me
/home/nam/Desktop/data_test/test/follow_me_28.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_183.wav,63532,move
/home/nam/Desktop/data_test/test/how_do_you_feel_64.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/can_you_follow_me_30.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/move_30.wav,63532,move
/home/nam/Desktop/data_test/test/follow_me_82.wav,63532,follow me
/home/nam/Desktop/data_test/test/go_ahead_14.wav,63532,go ahead
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_7.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_25.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/goodbye_see_you_later_20.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/turn_to_the_right_7.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/turn_to_the_right_38.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/how_are_you_today_35.wav,63532,how are you today
/home/nam/Desktop/data_test/test/move_forward_245.wav,63532,move forward
/home/nam/Desktop/data_test/test/what_is_your_name_65.wav,63532,what is your name
/home/nam/Desktop/data_test/test/move_176.wav,63532,move
/home/nam/Desktop/data_test/test/go_ahead_39.wav,63532,go ahead
/home/nam/Desktop/data_test/test/are_you_married_3.wav,94252,are you married
/home/nam/Desktop/data_test/test/stop_talking_15.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_forward_73.wav,63532,move forward
/home/nam/Desktop/data_test/test/can_you_sing_a_song_6.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/im_fine_thank_you_3.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_34.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/move_behind_53.wav,63532,move behind
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_19.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/do_you_know_me_45.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_forward_37.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_know_me_49.wav,63532,do you know me
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_57.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/turn_right_24.wav,63532,turn right
/home/nam/Desktop/data_test/test/move_6.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_44.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/put_your_hand_up_53.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/forward_61.wav,63532,forward
/home/nam/Desktop/data_test/test/can_you_follow_me_14.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/put_your_hand_up_40.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_forward_11.wav,63532,move forward
/home/nam/Desktop/data_test/test/come_with_me_94.wav,63532,come with me
/home/nam/Desktop/data_test/test/turn_left_15.wav,63532,turn left
/home/nam/Desktop/data_test/test/goodbye_see_you_later_53.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/do_you_know_me_11.wav,63532,do you know me
/home/nam/Desktop/data_test/test/i_dont_know_21.wav,63532,i don't know
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_2.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/how_do_you_feel_77.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/go_ahead_26.wav,63532,go ahead
/home/nam/Desktop/data_test/test/move_forward_71.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_behind_46.wav,63532,move behind
/home/nam/Desktop/data_test/test/hello_20.wav,63532,hello
/home/nam/Desktop/data_test/test/move_forward_16.wav,63532,move forward
/home/nam/Desktop/data_test/test/im_so_boring_13.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/come_with_me_90.wav,63532,come with me
/home/nam/Desktop/data_test/test/hello_91.wav,63532,hello
/home/nam/Desktop/data_test/test/move_52.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_160.wav,63532,move forward
/home/nam/Desktop/data_test/test/hello_55.wav,63532,hello
/home/nam/Desktop/data_test/test/move_behind_98.wav,63532,move behind
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_37.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/follow_me_70.wav,63532,follow me
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_44.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/hello_45.wav,63532,hello
/home/nam/Desktop/data_test/test/im_so_boring_16.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_26.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/do_you_know_me_131.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_20.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_38.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/turn_left_18.wav,63532,turn left
/home/nam/Desktop/data_test/test/put_your_hand_up_18.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_46.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/im_fine_thank_you_32.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/put_your_hand_up_43.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_forward_15.wav,63532,move forward
/home/nam/Desktop/data_test/test/how_do_you_feel_27.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/move_behind_63.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_109.wav,63532,move
/home/nam/Desktop/data_test/test/stop_talking_13.wav,63532,stop talking
/home/nam/Desktop/data_test/test/go_ahead_13.wav,63532,go ahead
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_18.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/go_ahead_27.wav,63532,go ahead
/home/nam/Desktop/data_test/test/turn_left_50.wav,63532,turn left
/home/nam/Desktop/data_test/test/turn_left_42.wav,63532,turn left
/home/nam/Desktop/data_test/test/hello_82.wav,63532,hello
/home/nam/Desktop/data_test/test/are_you_married_46.wav,94252,are you married
/home/nam/Desktop/data_test/test/do_you_know_me_100.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_167.wav,63532,move
/home/nam/Desktop/data_test/test/move_25.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_42.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_behind_94.wav,63532,move behind
/home/nam/Desktop/data_test/test/come_with_me_101.wav,63532,come with me
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_32.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/move_148.wav,63532,move
/home/nam/Desktop/data_test/test/what_is_your_name_11.wav,63532,what is your name
/home/nam/Desktop/data_test/test/move_90.wav,63532,move
/home/nam/Desktop/data_test/test/i_dont_know_55.wav,63532,i don't know
/home/nam/Desktop/data_test/test/im_fine_thank_you_41.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/goodbye_see_you_later_36.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/im_fine_thank_you_17.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/stop_talking_78.wav,63532,stop talking
/home/nam/Desktop/data_test/test/forward_65.wav,63532,forward
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_40.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/how_do_you_feel_15.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/go_ahead_55.wav,63532,go ahead
/home/nam/Desktop/data_test/test/turn_left_32.wav,63532,turn left
/home/nam/Desktop/data_test/test/how_are_you_today_53.wav,63532,how are you today
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_58.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/i_dont_know_47.wav,63532,i don't know
/home/nam/Desktop/data_test/test/move_61.wav,63532,move
/home/nam/Desktop/data_test/test/can_you_follow_me_6.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/goodbye_see_you_later_60.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/move_54.wav,63532,move
/home/nam/Desktop/data_test/test/move_71.wav,63532,move
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_51.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/how_are_you_today_50.wav,63532,how are you today
/home/nam/Desktop/data_test/test/hello_111.wav,63532,hello
/home/nam/Desktop/data_test/test/stop_talking_74.wav,63532,stop talking
/home/nam/Desktop/data_test/test/hello_116.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_to_the_left_46.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_21.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/move_forward_140.wav,63532,move forward
/home/nam/Desktop/data_test/test/have_a_good_time_12.wav,94252,have a good time
/home/nam/Desktop/data_test/test/how_are_you_today_38.wav,63532,how are you today
/home/nam/Desktop/data_test/test/do_you_know_me_5.wav,63532,do you know me
/home/nam/Desktop/data_test/test/follow_me_14.wav,63532,follow me
/home/nam/Desktop/data_test/test/hello_32.wav,63532,hello
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_59.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_21.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/hello_29.wav,63532,hello
/home/nam/Desktop/data_test/test/have_a_good_time_26.wav,94252,have a good time
/home/nam/Desktop/data_test/test/nam_1.wav,63532,nam
/home/nam/Desktop/data_test/test/what_is_your_name_69.wav,63532,what is your name
/home/nam/Desktop/data_test/test/move_forward_46.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_left_4.wav,63532,turn left
/home/nam/Desktop/data_test/test/i_dont_know_33.wav,63532,i don't know
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_34.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/can_you_follow_me_37.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/stop_talking_48.wav,63532,stop talking
/home/nam/Desktop/data_test/test/follow_me_27.wav,63532,follow me
/home/nam/Desktop/data_test/test/put_your_hand_up_27.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/turn_to_the_left_54.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/move_205.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_14.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/can_you_follow_me_12.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/move_3.wav,63532,move
/home/nam/Desktop/data_test/test/move_behind_117.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_behind_87.wav,63532,move behind
/home/nam/Desktop/data_test/test/do_you_know_me_89.wav,63532,do you know me
/home/nam/Desktop/data_test/test/forward_46.wav,63532,forward
/home/nam/Desktop/data_test/test/can_you_follow_me_9.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/move_forward_161.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_behind_67.wav,63532,move behind
/home/nam/Desktop/data_test/test/what_is_your_name_24.wav,63532,what is your name
/home/nam/Desktop/data_test/test/have_a_good_time_18.wav,94252,have a good time
/home/nam/Desktop/data_test/test/who_are_you_26.wav,63532,who are you
/home/nam/Desktop/data_test/test/come_with_me_13.wav,63532,come with me
/home/nam/Desktop/data_test/test/do_you_know_me_10.wav,63532,do you know me
/home/nam/Desktop/data_test/test/goodbye_see_you_later_59.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/do_you_know_me_65.wav,63532,do you know me
/home/nam/Desktop/data_test/test/hello_84.wav,63532,hello
/home/nam/Desktop/data_test/test/move_behind_51.wav,63532,move behind
/home/nam/Desktop/data_test/test/how_do_you_feel_4.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/move_166.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_242.wav,63532,move forward
/home/nam/Desktop/data_test/test/stop_talking_59.wav,63532,stop talking
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_25.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/goodbye_see_you_later_11.wav,63532,goodbye see you later
/home/nam/Desktop/data_test/test/put_your_hand_up_46.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_66.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/hello_38.wav,63532,hello
/home/nam/Desktop/data_test/test/are_you_married_17.wav,94252,are you married
/home/nam/Desktop/data_test/test/move_forward_114.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_47.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/how_are_you_today_46.wav,63532,how are you today
/home/nam/Desktop/data_test/test/have_a_good_time_21.wav,94252,have a good time
/home/nam/Desktop/data_test/test/i_dont_know_27.wav,63532,i don't know
/home/nam/Desktop/data_test/test/turn_right_51.wav,63532,turn right
/home/nam/Desktop/data_test/test/who_are_you_17.wav,63532,who are you
/home/nam/Desktop/data_test/test/im_so_boring_47.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/stop_talking_22.wav,63532,stop talking
/home/nam/Desktop/data_test/test/im_so_boring_53.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/move_forward_148.wav,63532,move forward
/home/nam/Desktop/data_test/test/who_are_you_67.wav,63532,who are you
/home/nam/Desktop/data_test/test/hello_74.wav,63532,hello
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_43.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/go_ahead_57.wav,63532,go ahead
/home/nam/Desktop/data_test/test/follow_me_115.wav,63532,follow me
/home/nam/Desktop/data_test/test/do_you_know_me_39.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_53.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_42.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_50.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/hello_60.wav,63532,hello
/home/nam/Desktop/data_test/test/put_your_hand_up_20.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/move_behind_92.wav,63532,move behind
/home/nam/Desktop/data_test/test/hello_30.wav,63532,hello
/home/nam/Desktop/data_test/test/move_behind_76.wav,63532,move behind
/home/nam/Desktop/data_test/test/turn_to_the_left_53.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/go_ahead_42.wav,63532,go ahead
/home/nam/Desktop/data_test/test/move_forward_97.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_35.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/i_dont_know_7.wav,63532,i don't know
/home/nam/Desktop/data_test/test/who_are_you_25.wav,63532,who are you
/home/nam/Desktop/data_test/test/im_so_boring_50.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/stop_talking_20.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_47.wav,63532,move
/home/nam/Desktop/data_test/test/follow_me_80.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_15.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_55.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/what_is_your_name_7.wav,63532,what is your name
/home/nam/Desktop/data_test/test/forward_14.wav,63532,forward
/home/nam/Desktop/data_test/test/move_forward_59.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_right_22.wav,63532,turn right
/home/nam/Desktop/data_test/test/follow_me_87.wav,63532,follow me
/home/nam/Desktop/data_test/test/turn_to_the_right_41.wav,63532,turn to the right
/home/nam/Desktop/data_test/test/move_behind_113.wav,63532,move behind
/home/nam/Desktop/data_test/test/do_you_know_me_53.wav,63532,do you know me
/home/nam/Desktop/data_test/test/follow_me_31.wav,63532,follow me
/home/nam/Desktop/data_test/test/what_is_your_name_49.wav,63532,what is your name
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_19.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/move_28.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_19.wav,63532,move forward
/home/nam/Desktop/data_test/test/turn_right_44.wav,63532,turn right
/home/nam/Desktop/data_test/test/forward_27.wav,63532,forward
/home/nam/Desktop/data_test/test/turn_left_45.wav,63532,turn left
/home/nam/Desktop/data_test/test/move_189.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_150.wav,63532,move forward
/home/nam/Desktop/data_test/test/who_are_you_24.wav,63532,who are you
/home/nam/Desktop/data_test/test/hello_50.wav,63532,hello
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_42.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/how_do_you_feel_25.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/move_behind_17.wav,63532,move behind
/home/nam/Desktop/data_test/test/turn_right_28.wav,63532,turn right
/home/nam/Desktop/data_test/test/turn_left_12.wav,63532,turn left
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_1.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/can_you_sing_a_song_45.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/come_with_me_40.wav,63532,come with me
/home/nam/Desktop/data_test/test/go_ahead_23.wav,63532,go ahead
/home/nam/Desktop/data_test/test/are_you_married_14.wav,94252,are you married
/home/nam/Desktop/data_test/test/move_forward_120.wav,63532,move forward
/home/nam/Desktop/data_test/test/move_203.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_24.wav,63532,move forward
/home/nam/Desktop/data_test/test/can_you_sing_a_song_12.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/hello_47.wav,63532,hello
/home/nam/Desktop/data_test/test/what_is_your_name_12.wav,63532,what is your name
/home/nam/Desktop/data_test/test/come_with_me_23.wav,63532,come with me
/home/nam/Desktop/data_test/test/move_forward_31.wav,63532,move forward
/home/nam/Desktop/data_test/test/i_dont_know_62.wav,63532,i don't know
/home/nam/Desktop/data_test/test/follow_me_117.wav,63532,follow me
/home/nam/Desktop/data_test/test/who_are_you_68.wav,63532,who are you
/home/nam/Desktop/data_test/test/are_you_married_57.wav,94252,are you married
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_29.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/what_is_your_name_47.wav,63532,what is your name
/home/nam/Desktop/data_test/test/do_you_know_me_68.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_173.wav,63532,move
/home/nam/Desktop/data_test/test/who_are_you_8.wav,63532,who are you
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_3.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/who_are_you_72.wav,63532,who are you
/home/nam/Desktop/data_test/test/im_fine_thank_you_5.wav,63532,i am fine thank you
/home/nam/Desktop/data_test/test/hello_106.wav,63532,hello
/home/nam/Desktop/data_test/test/can_you_follow_me_1.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/are_you_married_30.wav,94252,are you married
/home/nam/Desktop/data_test/test/go_ahead_36.wav,63532,go ahead
/home/nam/Desktop/data_test/test/are_you_married_36.wav,94252,are you married
/home/nam/Desktop/data_test/test/turn_left_6.wav,63532,turn left
/home/nam/Desktop/data_test/test/im_so_boring_41.wav,63532,i am so boring
/home/nam/Desktop/data_test/test/how_do_you_feel_32.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/i_dont_know_18.wav,63532,i don't know
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_17.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_38.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/how_are_you_today_41.wav,63532,how are you today
/home/nam/Desktop/data_test/test/do_you_know_me_132.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_25.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/how_do_you_feel_61.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/forward_58.wav,63532,forward
/home/nam/Desktop/data_test/test/move_forward_228.wav,63532,move forward
/home/nam/Desktop/data_test/test/come_with_me_47.wav,63532,come with me
/home/nam/Desktop/data_test/test/move_behind_15.wav,63532,move behind
/home/nam/Desktop/data_test/test/i_dont_know_23.wav,63532,i don't know
/home/nam/Desktop/data_test/test/move_behind_72.wav,63532,move behind
/home/nam/Desktop/data_test/test/stop_talking_64.wav,63532,stop talking
/home/nam/Desktop/data_test/test/move_behind_8.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_139.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_have_brothers_or_sisters_16.wav,94252,do you have brothers or sisters
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_49.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/put_your_hand_up_6.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/what_is_your_name_57.wav,63532,what is your name
/home/nam/Desktop/data_test/test/have_a_good_time_24.wav,94252,have a good time
/home/nam/Desktop/data_test/test/who_are_you_7.wav,63532,who are you
/home/nam/Desktop/data_test/test/do_you_know_me_127.wav,63532,do you know me
/home/nam/Desktop/data_test/test/follow_me_18.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_207.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_119.wav,63532,move forward
/home/nam/Desktop/data_test/test/do_you_know_me_64.wav,63532,do you know me
/home/nam/Desktop/data_test/test/how_do_you_feel_50.wav,63532,how do you feel
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_6.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/stop_talking_28.wav,63532,stop talking
/home/nam/Desktop/data_test/test/stop_talking_26.wav,63532,stop talking
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_60.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/move_forward_125.wav,63532,move forward
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_21.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/i_am_a_student_at_international_university_22.wav,127020,i am a student at international university
/home/nam/Desktop/data_test/test/can_you_follow_me_16.wav,94252,can you follow me
/home/nam/Desktop/data_test/test/put_your_hand_up_42.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/i_dont_know_20.wav,63532,i don't know
/home/nam/Desktop/data_test/test/turn_to_the_left_13.wav,63532,turn to the left
/home/nam/Desktop/data_test/test/hello_121.wav,63532,hello
/home/nam/Desktop/data_test/test/turn_left_82.wav,63532,turn left
/home/nam/Desktop/data_test/test/come_with_me_29.wav,63532,come with me
/home/nam/Desktop/data_test/test/move_behind_62.wav,63532,move behind
/home/nam/Desktop/data_test/test/move_41.wav,63532,move
/home/nam/Desktop/data_test/test/can_you_tell_me_a_joke_34.wav,94252,can you tell me a joke
/home/nam/Desktop/data_test/test/put_your_hand_up_15.wav,63532,put your hand up
/home/nam/Desktop/data_test/test/follow_me_106.wav,63532,follow me
/home/nam/Desktop/data_test/test/move_64.wav,63532,move
/home/nam/Desktop/data_test/test/i_dont_know_44.wav,63532,i don't know
/home/nam/Desktop/data_test/test/are_you_married_9.wav,94252,are you married
/home/nam/Desktop/data_test/test/hello_my_name_is_nam_32.wav,94252,hello my name is nam
/home/nam/Desktop/data_test/test/move_132.wav,63532,move
/home/nam/Desktop/data_test/test/follow_me_69.wav,63532,follow me
/home/nam/Desktop/data_test/test/come_with_me_75.wav,63532,come with me
/home/nam/Desktop/data_test/test/who_are_you_51.wav,63532,who are you
/home/nam/Desktop/data_test/test/how_are_you_today_23.wav,63532,how are you today
/home/nam/Desktop/data_test/test/are_you_married_33.wav,94252,are you married
/home/nam/Desktop/data_test/test/can_you_sing_a_song_32.wav,94252,can you sing a song
/home/nam/Desktop/data_test/test/how_are_you_today_42.wav,63532,how are you today
/home/nam/Desktop/data_test/test/do_you_know_me_78.wav,63532,do you know me
/home/nam/Desktop/data_test/test/come_with_me_8.wav,63532,come with me
/home/nam/Desktop/data_test/test/do_you_know_me_97.wav,63532,do you know me
/home/nam/Desktop/data_test/test/do_you_know_me_88.wav,63532,do you know me
/home/nam/Desktop/data_test/test/turn_right_58.wav,63532,turn right
/home/nam/Desktop/data_test/test/who_are_you_47.wav,63532,who are you
/home/nam/Desktop/data_test/test/hello_89.wav,63532,hello
/home/nam/Desktop/data_test/test/move_193.wav,63532,move
/home/nam/Desktop/data_test/test/move_forward_207.wav,63532,move forward
/home/nam/Desktop/data_test/test/go_ahead_6.wav,63532,go ahead
/home/nam/Desktop/data_test/test/who_are_you_4.wav,63532,who are you
/home/nam/Desktop/data_test/test/do_you_know_where_you_are_34.wav,94252,do you know where you are
/home/nam/Desktop/data_test/test/come_with_me_25.wav,63532,come with me
/home/nam/Desktop/data_test/test/do_you_know_me_34.wav,63532,do you know me
/home/nam/Desktop/data_test/test/move_36.wav,63532,move
/home/nam/Desktop/data_test/test/follow_me_23.wav,63532,follow me
/home/nam/Desktop/data_test/test/come_with_me_26.wav,63532,come with me
/home/nam/Desktop/data_test/test/move_behind_31.wav,63532,move behind
/home/nam/Desktop/data_test/test/turn_right_35.wav,63532,turn right
/home/nam/Desktop/data_test/test/i_dont_know_48.wav,63532,i don't know
/home/nam/Desktop/data_test/test/move_42.wav,63532,move
/home/nam/Desktop/data_test/test/do_you_know_me_83.wav,63532,do you know me
